Commodity,State,Year,production,domestic_consumption
Electricity,MO,1991,60474726,56514156
Electricity,MS,1991,25876616,33019383
Electricity,MT,1991,28553148,13406600
Electricity,NC,1991,89375284,92316483
Electricity,ND,1991,27679148,7255201
Electricity,NE,1991,23000347,18605192
Electricity,NH,1991,14221341,8761774
Electricity,NJ,1991,43526466,64682551
Electricity,NM,1991,25277222,14083944
Electricity,NV,1991,22065204,16625419
Electricity,NY,1991,134600499,129410967
Electricity,OH,1991,134036497,145658320
Electricity,OK,1991,49099117,39404397
Electricity,OR,1991,47444889,43650751
Electricity,PA,1991,172762709,116336998
Electricity,RI,1991,2925819,6403046
Electricity,SC,1991,72180007,57069331
Electricity,SD,1991,6572666,6685140
Electricity,TN,1991,76192806,78390141
Electricity,TX,1991,286328708,240351787
Electricity,UT,1991,30505906,15907404
Electricity,VA,1991,54729094,75111148
Electricity,VT,1991,5387985,4704457
Electricity,WA,1991,102870562,92713509
Electricity,WI,1991,49356737,51032208
Electricity,WV,1991,73423735,23624945
Electricity,WY,1991,39298388,11756848
Electricity,AK,1990,5599506,4253840
Electricity,AL,1990,79652133,59925613
Electricity,AR,1990,39099598,27365296
Electricity,AZ,1990,62774297,41469585
Electricity,CA,1990,165784909,211092922
Electricity,CO,1990,32548127,30794588
Electricity,CT,1990,35147247,27187238
Electricity,DC,1990,361043,9848445
Electricity,DE,1990,7841500,8283867
Electricity,FL,1990,131502553,143534878
Electricity,GA,1990,102686240,80440116
Electricity,HI,1990,9702752,8310537
Electricity,IA,1990,30044506,29437379
Electricity,ID,1990,9691475,18003422
Electricity,IL,1990,129392471,111576776
Electricity,IN,1990,101417116,73982219
Electricity,KS,1990,34184857,27148767
Electricity,KY,1990,73807286,61096874
Electricity,LA,1990,76465630,63825890
Electricity,MA,1990,39811011,45441672
Electricity,MD,1990,33162292,49533730
Electricity,ME,1990,15946014,11528975
Electricity,MI,1990,100059737,82366869
Electricity,MN,1990,43070376,47166915
Electricity,MO,1990,59352830,53924637
Electricity,MS,1990,25201417,32127077
Electricity,MT,1990,26029772,13124583
Electricity,NC,1990,84925767,89924487
Electricity,ND,1990,26993261,7013850
Electricity,NE,1990,21633587,17868252
Electricity,NH,1990,12405196,8979614
Electricity,NJ,1990,39968834,62856687
Electricity,NM,1990,28820204,13820760
Electricity,NV,1990,20050685,16351894
Electricity,NY,1990,135345692,129324439
Electricity,OH,1990,127980527,142465472
Electricity,OK,1990,47079131,42504220
Electricity,OR,1990,50372236,42977443
Electricity,PA,1990,175623311,114750659
Electricity,RI,1990,1107316,6418978
Electricity,SC,1990,71363174,55651791
Electricity,SD,1990,6427473,6333893
Electricity,TN,1990,76187609,77144769
Electricity,TX,1990,281559635,237415127
Electricity,UT,1990,32563539,15401674
Electricity,VA,1990,52564458,72696269
Electricity,VT,1990,5164108,4716228
Electricity,WA,1990,102071533,91046151
Electricity,WI,1990,47768857,49198028
Electricity,WV,1990,79539544,23132431
Electricity,WY,1990,39974965,11768839
