Date,Florida,New York,Pennsylvania,Virginia,West Virginia,Illinois,Indiana,Kansas,Kentucky,Michigan,Missouri,Nebraska,North Dakota,Ohio,Oklahoma,South Dakota,Tennessee,Alabama,Arkansas,Louisana,Mississippi,New Mexico,Texas,Colorado,Idaho,Montana,Utah,Wyoming,Alaska,Arizona,California,Nevada
Mar-94,494,22,220,1,170,1610,266,4115,57,1084,10,369,2341,861,8138,127,38,1523,879,10987,1770,5826,51465,2533,,1414,1814,7057,49076,4,24233,135
Apr-94,510,25,214,1,179,1479,213,3791,559,978,9,330,2280,753,7484,116,38,1494,884,10504,1591,5499,49384,2381,,1340,1733,6742,45130,6,23622,125
May-94,529,27,220,0,178,1495,230,4049,369,1040,10,365,2380,755,7934,123,34,1599,889,10729,1688,5570,50644,2562,,1368,1766,6946,48916,6,24384,137
Jun-94,491,25,227,1,175,1445,232,3898,331,992,10,347,2270,780,7668,119,32,1531,738,10296,1650,5324,48323,2381,,1315,1693,6686,45502,6,23499,162
Jul-94,527,27,205,1,147,1419,223,3973,276,1010,11,358,2333,716,7456,124,33,1563,740,10549,1677,5480,49488,2396,,1408,1734,5874,46337,6,24253,167
Aug-94,497,31,221,1,164,1469,239,4007,352,1027,12,355,2326,757,7551,123,38,1554,769,10723,1710,5522,49347,2379,,1398,1729,6128,46487,7,24087,140
Sep-94,487,26,211,1,171,1412,225,3853,271,1002,10,346,2246,697,7310,118,38,1475,809,10317,1641,5328,47681,2315,,1371,1705,6632,45425,7,23449,141
Oct-94,525,26,212,1,171,1387,173,3894,320,998,10,352,2339,715,7393,123,36,1491,732,10537,1650,5388,48888,2326,,1446,1729,6715,49709,6,24344,139
Nov-94,522,25,219,1,155,1379,231,3815,483,977,11,337,2244,719,7250,120,39,1550,793,10347,1630,5293,47771,2255,,1390,1648,6422,45537,6,23472,127
Dec-94,538,25,210,0,154,1435,64,3925,261,1045,10,345,2324,777,7746,123,35,1598,775,10661,1690,5575,49430,2407,,1427,1727,6470,50714,5,24420,136
Jan-95,514,25,157,1,156,1389,389,3826,332,956,9,339,2431,673,7405,124,32,1608,723,10602,1674,5342,49056,2566,,1419,1740,6712,48819,4,23651,133
Feb-95,474,21,138,1,157,1226,199,3585,388,931,9,308,2194,647,7049,110,29,1467,649,9590,1524,4935,44190,2311,,1291,1553,7879,44178,5,21273,118
Mar-95,521,27,179,1,192,1454,226,3836,210,1022,10,334,2479,780,7588,121,38,1606,727,10321,1667,5467,48410,2573,,1431,1735,6394,47262,6,23395,122
Apr-95,503,26,164,1,175,1337,208,3642,326,970,10,320,2508,690,7269,116,29,1560,696,9818,1636,5282,46696,2421,,1380,1730,6232,45334,5,22880,113
May-95,491,30,182,1,185,1369,224,3671,292,995,12,322,2498,739,7411,114,34,1654,710,10206,1674,5585,47706,2421,,1402,1726,6477,47051,5,23741,115
Jun-95,488,31,180,1,184,1336,214,3637,424,941,10,310,2345,707,7251,110,29,1500,675,10046,1736,5348,45594,2162,,1353,1603,6481,44510,7,22931,109
Jul-95,479,25,158,1,164,1353,220,3594,119,947,11,309,2418,641,7237,105,29,1620,880,10282,1646,5512,46681,2273,,1393,1640,6573,43444,7,23529,111
Aug-95,450,27,155,0,164,1408,229,3754,314,994,10,318,2494,708,7410,114,30,1557,768,10213,1673,5632,46620,2256,,1408,1620,6443,44391,7,23714,110
Sep-95,447,24,173,1,153,1348,211,3512,362,930,11,308,2418,672,6956,109,31,1552,731,9956,1625,5218,45107,2179,,1365,1609,6403,41323,7,22981,102
Oct-95,426,24,179,1,152,1357,230,3591,289,885,8,315,2526,699,7440,110,35,1536,777,10522,1712,5392,47110,2207,,1401,1691,6514,45727,7,23905,105
Nov-95,444,23,152,1,125,1332,217,3522,297,876,10,302,2471,670,7294,105,33,1534,779,10467,1651,5309,45725,2269,,1326,1652,6274,44155,6,23100,102
Dec-95,456,21,122,1,140,1281,208,3597,139,937,9,307,2552,631,7180,106,34,1536,795,10862,1692,5486,46751,2339,,1359,1687,6503,45461,6,23877,103
Jan-96,447,20,119,1,125,1225,212,3468,342,950,10,298,2565,673,7425,104,31,1461,861,10323,1636,5486,46721,2183,,1283,1662,6345,44767,6,23740,99
Feb-96,385,19,125,1,130,1110,201,3382,395,879,8,284,2419,678,6900,101,32,1305,764,10375,1520,5119,43547,2054,,1234,1555,6041,42988,5,22245,91
Mar-96,474,23,136,1,146,1375,202,3425,97,958,11,306,2663,727,7432,110,30,1500,806,11538,1706,5538,47159,2138,,1349,1647,6155,45086,6,23968,91
Apr-96,553,28,149,2,148,1260,216,3546,475,909,10,293,2618,778,7355,107,35,1449,782,10687,1625,5318,45382,2135,,1325,1581,5947,41014,6,22753,90
May-96,560,26,148,1,150,1310,196,3619,289,919,10,298,2708,712,7342,107,32,1459,796,11164,1615,5294,46406,2085,,1370,1622,5995,41573,6,24068,89
Jun-96,544,25,137,1,147,1295,194,3409,284,884,10,296,2674,611,6979,103,31,1394,763,10893,1530,5221,44396,2063,,1322,1560,5837,42581,8,23325,86
Jul-96,579,28,142,1,154,1310,224,3573,402,911,10,300,2807,654,7077,107,34,1394,747,11088,1618,5498,45439,2152,,1382,1620,5968,40821,8,23865,87
Aug-96,565,25,148,1,134,1400,218,3492,15,865,9,297,2820,654,7170,105,31,1446,680,11262,1621,5709,45202,2029,,1390,1639,6325,41126,8,24082,86
Sep-96,537,31,139,1,126,1390,214,3406,444,918,9,291,2761,698,6797,104,30,1364,680,11134,1591,5123,44037,2039,,1344,1634,6151,42019,8,23235,89
Oct-96,541,30,156,1,150,1360,226,3531,292,900,10,302,2872,744,7256,104,34,1417,672,11516,1737,5488,45663,2107,,1343,1696,6112,42757,8,23888,90
Nov-96,539,25,146,1,135,1290,197,3312,274,867,10,287,2674,662,6321,102,29,1334,638,10903,1644,5280,43803,1945,,1258,1618,6158,42104,8,23379,78
Dec-96,569,28,145,1,135,1250,223,3627,293,877,9,290,2734,714,7325,103,32,1343,626,11268,1666,5405,45587,2023,,1319,1567,6330,43163,6,23862,82
Jan-97,570,23,137,1,138,1240,175,3477,269,1112,10,284,2767,730,6997,104,31,1299,715,10944,1653,5967,45150,2169,,1324,1624,6001,42767,6,23508,81
Feb-97,494,22,119,1,121,1210,193,3168,149,823,9,261,2614,659,6481,101,29,1183,706,10358,1543,5523,41756,2023,,1242,1497,5494,38746,7,21347,77
Mar-97,543,22,134,1,127,1385,200,3646,258,683,10,290,2862,730,7448,115,31,1298,771,11302,1704,6037,45840,2275,,1359,1615,6052,41262,6,23882,88
Apr-97,541,18,133,1,124,1295,204,3508,344,455,9,274,2817,706,6862,106,32,1228,664,11273,1679,5924,44467,2189,,1274,1461,5766,39915,6,23260,82
May-97,542,22,100,1,124,1330,202,3507,275,1268,11,284,3072,730,7359,116,33,1269,746,11614,1741,6082,45629,2135,,1293,1647,6088,40404,7,23903,100
Jun-97,533,30,92,1,117,1315,147,3407,302,823,11,269,2983,706,6986,111,30,1225,731,11065,1690,5327,44141,2138,,1247,1571,5794,37795,7,23416,88
Jul-97,497,21,112,1,125,1405,252,3549,268,914,9,274,3079,730,7196,112,30,1225,751,11377,1919,5912,45305,2113,,1340,1633,5997,38376,7,24341,86
Aug-97,536,25,108,0,130,1420,201,3264,170,813,10,277,3108,730,6944,117,31,1197,777,11290,1828,5954,45012,2096,,1359,1608,5902,37205,8,24558,79
Sep-97,523,22,110,0,122,1420,224,3287,268,889,8,271,3042,706,6733,113,27,1217,628,11200,1753,5707,43976,2062,,1173,1592,5681,38283,7,23771,76
Oct-97,538,31,96,0,121,1390,219,2672,301,812,10,285,3185,730,6922,115,36,1264,656,11477,1914,5895,45536,2055,,1319,1699,5887,39869,7,24685,77
Nov-97,511,23,86,1,125,1375,191,2811,269,318,8,283,3108,706,6579,111,29,1219,627,10946,1779,5714,44460,2069,,1276,1690,5575,38340,7,23875,73
Dec-97,554,17,94,1,135,1330,224,3539,114,1143,9,286,3196,730,6857,114,29,1207,657,11288,1834,5792,45313,2293,,1320,1680,5939,39987,5,24627,72
Jan-98,523,19,146,1,136,1295,197,3522,416,870,9,286,3139,612,6816,113,34,1181,746,11210,1986,6840,45909,2038,,1386,1681,5945,38097,6,24612,69
Feb-98,498,18,119,1,102,1130,187,3191,121,809,8,269,2727,574,6386,100,23,1027,668,11218,1830,5463,41312,1873,,1267,1538,4891,34661,5,21380,64
Mar-98,480,19,152,0,124,1165,197,2372,324,785,8,294,3039,636,6638,106,27,1108,730,11293,2056,6616,45140,2044,,1400,1709,5529,37847,5,24102,72
Apr-98,479,20,174,1,123,1155,188,3244,253,800,9,284,3023,608,6822,108,22,1044,707,11355,1927,6270,43016,1930,,1435,1630,5571,36009,5,23577,66
May-98,542,19,164,0,122,1162,174,3070,224,849,9,291,3115,518,6944,104,24,999,696,11306,1915,6222,43723,1949,,1475,1539,5075,36375,6,24327,65
Jun-98,531,17,168,1,115,1117,172,2763,244,700,7,267,2977,520,6331,99,18,1011,636,11287,1982,5858,41599,1836,,1383,1607,5463,34046,6,23428,62
Jul-98,518,18,184,0,124,1135,190,3139,218,762,9,258,2986,561,6639,101,23,1032,677,11139,1897,5690,41721,1838,,1406,1616,5504,35819,7,24116,67
Aug-98,504,18,169,1,126,1127,189,3075,216,706,7,257,2972,502,6561,100,24,1045,673,11136,1818,5443,41772,1849,,1407,1612,5411,35108,9,24258,84
Sep-98,427,20,191,0,135,1120,187,2676,216,668,7,246,2849,588,6312,93,27,964,628,11123,1641,5586,40185,1785,,1346,1616,5263,32796,9,23144,63
Oct-98,461,18,187,0,133,1113,183,3082,257,706,8,256,2968,466,6276,95,27,1016,645,11094,1683,6135,41157,1670,,1276,1599,5458,37099,8,23509,64
Nov-98,465,15,168,0,118,1110,183,2715,216,642,6,237,2871,498,6003,93,18,970,606,11051,1650,6002,39708,1700,,1329,1529,5409,35037,6,23462,62
Dec-98,543,16,158,0,113,1103,161,2692,216,697,6,231,2897,458,5850,94,20,1001,585,11008,1646,6203,39420,1852,,1373,1523,5263,35956,6,23712,61
Jan-99,455,14,119,1,112,995,161,2050,186,708,6,225,2822,479,6052,91,24,982,632,10453,1458,5435,39197,1672,,1253,1485,5329,36094,5,23434,63
Feb-99,391,13,103,0,114,1035,146,2351,185,662,6,203,2550,492,5649,83,25,890,550,10249,1348,4947,35443,1464,,1240,1313,4739,30905,4,21247,57
Mar-99,418,16,114,1,135,1027,174,1891,217,668,6,216,2809,555,6268,94,27,959,601,10083,1482,5540,38576,1659,,1184,1453,5296,35148,5,23321,62
Apr-99,398,18,131,1,131,1055,166,2239,223,673,7,213,2732,537,6010,96,32,884,583,10143,1434,5435,37050,1484,,1235,1384,5064,31669,6,22412,59
May-99,370,16,114,1,125,1005,154,2189,212,665,8,221,2820,496,6076,93,30,945,587,10105,1513,5559,38147,1513,,1294,1410,5197,33719,6,22798,59
Jun-99,372,17,129,0,109,1005,173,2361,237,665,7,217,2726,492,5745,89,24,911,564,10039,1417,5299,36136,1539,,1257,1332,4994,29021,8,22087,58
Jul-99,421,19,128,1,116,997,164,2377,250,649,8,214,2783,513,5783,90,26,963,593,9977,1472,5466,37374,1532,,1285,1355,5125,30686,8,22967,61
Aug-99,431,19,125,1,129,1008,176,2847,252,613,8,229,2741,507,5856,91,28,895,587,9898,1479,5505,37109,1540,,1304,1360,5165,31337,6,22528,59
Sep-99,395,18,132,1,129,1004,167,2706,263,643,9,223,2651,492,5660,90,31,881,606,9839,1552,5329,36442,1483,,1256,1282,5066,28001,6,22702,57
Oct-99,421,19,123,0,126,938,133,2759,247,630,9,238,2786,454,5678,90,33,973,614,9799,1563,5363,38109,1561,,1262,1311,5110,33109,5,23515,58
Nov-99,420,18,130,0,121,1031,178,2610,246,630,9,226,2682,480,5816,93,32,906,606,9742,1633,5166,37180,1484,,1149,1266,4999,30704,4,22755,57
Dec-99,403,19,123,1,124,965,172,2666,259,630,9,238,2781,473,5963,100,32,935,629,9681,1600,5332,38470,1538,,1218,1302,5042,32806,3,23251,57
Jan-00,360,16,111,0,118,997,179,3062,128,481,8,240,2766,510,5844,98,28,934,578,9132,1594,5846,38241,1631,,1314,1366,5185,31751,5,22784,56
Feb-00,349,19,108,0,88,1027,170,2804,267,145,7,228,2627,507,5996,87,40,858,592,8580,1465,5503,36030,1494,,1244,1275,4872,29906,3,21332,53
Mar-00,373,19,145,1,124,1025,187,2859,394,797,9,249,2818,661,6112,96,35,919,624,9183,1669,5802,38258,1615,,1327,1348,5201,31395,3,22865,55
Apr-00,385,16,108,1,114,1030,166,2841,306,507,8,246,2722,500,5843,98,25,887,601,8795,1625,5649,36836,1521,,1287,1290,5001,30241,2,22234,52
May-00,411,17,130,1,133,1035,185,2967,237,797,9,250,2804,567,5978,99,26,905,623,8943,1701,5841,37606,1568,,1320,1317,5197,29934,5,23086,52
Jun-00,379,17,130,1,129,1040,184,2922,354,749,9,247,2698,537,5723,95,29,884,571,8576,1695,5528,36234,1510,,1315,1312,4998,27758,8,22220,52
Jul-00,389,17,128,1,118,1039,174,2830,249,789,9,251,2748,509,5853,100,28,866,593,8808,1704,5654,37121,1555,,1310,1320,5069,28288,7,22971,52
Aug-00,396,19,137,1,126,1015,187,3262,308,1199,9,250,2713,555,5719,95,27,864,578,8976,1691,5539,37177,1553,,1266,1309,5087,28343,6,22798,49
Sep-00,386,20,132,1,119,991,167,2732,366,699,7,250,2668,563,6040,90,30,834,576,8473,1659,5398,35866,1495,,1224,1271,4948,26767,6,22292,49
Oct-00,418,18,132,1,119,1008,181,2737,288,558,7,256,2805,635,5583,106,29,849,624,8740,1724,5488,36999,1536,,1296,1282,5150,29935,5,23253,51
Nov-00,386,20,129,0,108,987,168,2613,185,861,6,242,2630,560,5613,100,28,816,567,8337,1631,5361,35848,1480,,1251,1253,4962,29566,4,22365,49
Dec-00,394,12,110,1,104,1012,150,2834,383,325,6,248,2720,471,5672,106,21,841,627,8882,1686,5589,37181,1523,,1274,1293,5056,31315,5,22932,51
Jan-01,427,11,140,1,100,838,167,2887,212,517,7,251,2763,543,5757,105,32,828,645,8719,1684,5789,37020,1479,,1319,1273,5002,30384,3,22160,47
Feb-01,359,12,124,2,94,784,158,2507,227,485,7,224,2480,500,5307,97,28,734,603,8282,1544,5387,33270,1291,,1192,1162,4494,27367,3,20302,45
Mar-01,388,14,137,1,102,876,174,3101,266,505,8,251,2739,537,6218,106,31,817,651,9030,1727,5799,36603,1440,,1345,1322,4970,31271,3,22430,49
Apr-01,383,14,135,1,102,844,168,2880,267,490,8,241,2635,513,5954,103,37,788,657,8825,1764,5692,35464,1383,,1288,1296,4802,29594,4,21677,49
May-01,393,15,148,1,109,914,188,2888,288,484,8,255,2742,520,5881,105,33,797,653,9176,1711,5845,36204,1418,,1341,1342,4931,29669,7,21966,50
Jun-01,361,15,139,0,103,820,127,2862,243,636,8,247,2567,509,5811,101,30,739,626,8779,1573,5507,34606,1362,,1291,1282,4665,28048,5,21403,46
Jul-01,356,17,129,1,105,843,176,2825,258,639,8,240,2674,491,5632,109,32,783,646,9059,1594,5657,35747,1397,,1321,1302,4847,28725,7,22162,49
Aug-01,367,15,140,1,111,877,194,2905,259,592,8,248,2675,537,5557,109,28,786,641,8754,1558,5758,35622,1387,,1386,1277,4762,28768,7,22115,48
Sep-01,372,13,125,1,97,778,138,2678,216,628,8,242,2576,450,5499,105,27,771,611,8378,1536,5558,34127,1333,,1355,1241,4721,26749,6,21385,46
Oct-01,351,14,147,1,109,872,186,2952,263,835,7,250,2653,490,5763,107,25,788,635,8593,1707,5842,35770,1367,,1396,1272,4823,27734,4,21800,48
Nov-01,337,14,130,0,101,822,173,2712,240,786,7,236,2560,476,5501,104,23,757,625,8536,1502,5543,34253,1314,,1356,1219,4656,30686,5,21353,46
Dec-01,332,12,126,1,93,824,173,2745,230,778,7,237,2627,485,5651,104,25,746,599,8479,1628,5624,35611,1349,,1330,1264,4760,32416,5,21910,49
Jan-02,337,15,197,2,133,857,174,2761,223,625,8,237,2624,478,5756,103,25,734,621,8193,1697,5804,35477,1733,,1451,1241,4723,32101,4,21780,50
Feb-02,318,13,178,1,109,784,133,2623,131,567,6,215,2404,432,4999,93,21,689,554,7599,1571,5238,31959,1581,,1297,1121,4238,28864,3,19875,45
Mar-02,352,14,197,2,135,809,163,2755,299,592,7,235,2628,478,5722,106,20,764,607,8348,1679,5700,34903,1740,,1416,1222,4631,32109,6,22550,48
Apr-02,281,12,191,3,114,878,169,2850,203,581,8,230,2533,463,5698,97,24,741,600,7977,1610,5631,33653,1709,,1367,1143,4566,30267,6,21311,45
May-02,305,14,197,1,118,935,159,2907,239,612,11,236,2611,478,5830,98,20,735,609,8348,1692,5782,34596,1730,,1413,1193,4693,31065,6,22103,48
Jun-02,297,12,191,2,121,958,150,2704,255,590,8,226,2505,463,5516,93,22,732,603,7995,1624,5445,32975,1643,,1371,1123,4495,30567,6,21149,47
Jul-02,285,15,197,4,149,1049,190,2925,214,600,9,226,2583,478,5655,101,25,734,615,7976,1683,5599,33876,1668,,1429,1132,4597,28873,6,21738,47
Aug-02,305,14,197,3,112,973,166,2842,262,591,8,240,2647,478,5614,105,21,730,630,8024,1603,5540,33968,1715,,1447,1148,4624,29905,5,21890,47
Sep-02,289,15,191,2,118,902,165,2731,138,567,7,229,2539,463,5377,103,23,696,593,7097,1525,5672,32904,1716,,1403,1079,4497,26574,6,21148,45
Oct-02,297,14,197,3,142,996,176,2675,247,573,7,236,2613,478,5473,105,24,717,609,6576,1572,5719,33980,1770,,1470,1136,4636,30477,6,21879,45
Nov-02,268,13,191,1,106,1024,151,2811,303,549,7,228,2535,463,5499,104,24,690,600,7485,1531,5632,33233,1701,,1440,1112,4481,27237,5,21062,43
Dec-02,299,13,197,1,100,937,165,2795,208,773,7,245,2580,478,5282,107,28,674,610,7703,1582,5799,34252,1815,,1486,1121,4620,31341,5,21415,42
Jan-03,286,9,209,1,116,1006,156,2918,164,553,7,240,2556,481,5840,110,32,707,623,7703,1686,5695,34336,1800,,1511,1144,4660,30505,5,21667,44
Feb-03,235,9,189,2,93,880,139,2519,181,507,6,216,2316,434,4800,96,29,634,564,7092,1496,5121,31046,1633,,1413,1032,4179,28420,4,19402,40
Mar-03,280,10,209,0,103,1035,158,2905,153,549,8,244,2531,481,5775,97,34,692,639,7929,1710,5690,34578,1780,,1540,1132,4524,31682,2,21315,43
Apr-03,260,12,203,3,190,989,155,2818,355,538,7,231,2405,465,5601,100,31,645,609,7685,1690,5442,33273,1766,,1528,1085,4396,29127,1,20508,38
May-03,259,14,209,2,117,986,158,2877,239,550,7,237,2462,481,5561,102,26,619,632,7861,1664,5616,34030,1813,,1581,1109,4551,30704,4,21046,45
Jun-03,284,12,203,0,125,958,154,2796,204,521,7,232,2398,465,5350,94,21,629,592,7501,1535,5418,32560,1779,,1544,1077,4312,29734,4,20351,41
Jul-03,287,13,209,2,123,1010,167,2918,222,530,8,231,2484,481,5501,101,21,628,613,7543,1572,5640,33571,1788,,1626,1104,4454,28724,4,20882,43
Aug-03,247,12,209,1,113,977,154,2813,224,517,7,233,2481,481,5341,105,26,678,610,7551,1564,5617,33529,1801,,1665,1089,4421,29294,4,20887,41
Sep-03,277,14,203,1,123,944,153,2834,192,498,7,223,2422,465,5227,101,22,659,593,7300,1537,5462,32843,1830,,1649,1036,4355,28913,5,20277,40
Oct-03,292,15,209,3,121,992,165,2974,239,500,7,229,2458,481,5380,111,24,670,615,7403,1634,5653,34071,1850,,1783,1097,4464,29981,5,21002,41
Nov-03,269,12,203,2,122,911,141,2711,236,475,7,219,2399,465,5047,108,21,656,549,7145,1584,5533,32850,1778,,1758,1067,4247,28894,5,20113,39
Dec-03,286,11,209,2,134,1009,166,2889,130,730,7,217,2497,481,5491,111,24,677,570,7304,1627,5703,33977,1892,,1821,1126,4407,29623,5,20643,40
Jan-04,290,10,203,1,124,857,130,2846,288,475,7,214,2454,490,5393,115,33,663,598,7194,1629,5754,33797,1832,,1795,1137,4353,30252,1,20442,40
Feb-04,260,12,190,1,141,835,135,2605,156,464,6,200,2306,458,5009,111,23,599,556,6781,1516,5281,31700,1773,,1671,1099,4073,27071,1,19272,36
Mar-04,259,14,203,2,150,970,159,2995,194,482,8,213,2546,490,5568,115,38,667,606,7404,1627,5622,33758,1939,,1925,1164,4384,30348,5,20422,40
Apr-04,256,13,196,2,141,915,155,2777,251,467,7,208,2497,474,5322,109,29,629,578,7061,1589,5383,32461,1901,,1898,1174,4205,28499,5,19784,38
May-04,260,13,203,2,158,925,150,2883,213,468,7,214,2603,490,5583,109,29,619,576,7243,1624,5542,33223,1943,,2007,1239,4338,29192,5,20534,38
Jun-04,232,14,196,1,143,913,150,2816,220,482,7,203,2533,474,4990,108,28,620,533,6904,1521,5248,31709,1899,,2056,1179,4259,27566,5,19778,37
Jul-04,235,14,203,1,148,924,152,2795,211,497,8,208,2593,490,5416,118,27,613,569,7168,1594,5357,32762,1885,,2104,1247,4376,25130,5,20233,36
Aug-04,226,17,203,1,148,937,150,2946,142,499,9,213,2673,490,5484,113,26,648,630,7154,1613,5378,32838,1919,,2147,1260,4449,21720,5,20188,40
Sep-04,126,15,196,4,144,918,149,2791,246,482,7,205,2610,474,5293,114,37,430,529,6110,1540,5165,32023,1839,,2182,1266,4313,26080,4,19549,41
Oct-04,235,18,203,1,148,915,150,2833,235,478,7,212,2734,490,5400,117,35,649,541,6645,1665,5342,33090,1879,,2299,1320,4468,28977,6,20153,41
Nov-04,257,16,196,1,153,930,142,2677,112,467,8,205,2735,474,4959,110,29,648,517,6726,1655,5177,32073,1831,,2273,1310,4316,28408,6,19615,38
Dec-04,268,14,203,2,137,945,132,2913,282,690,7,211,2868,490,5560,117,28,656,514,6880,1668,5268,33281,1894,,2362,1350,4407,29199,5,20169,39
Jan-05,279,17,209,2,124,819,111,2566,101,472,7,207,2797,481,5073,117,36,684,528,7015,1502,5353,33740,1893,,2363,1323,4345,28462,5,19546,40
Feb-05,219,16,189,2,118,772,129,2569,215,430,6,188,2590,434,4832,112,26,619,488,6475,1423,4822,30718,1760,,2334,1228,3979,25674,4,17811,35
Mar-05,254,17,209,2,238,922,152,2902,268,473,7,211,2957,481,5543,98,32,685,459,7322,1591,5305,34033,1962,,2619,1358,4332,28537,4,19861,39
Apr-05,242,17,202,2,109,858,151,2825,220,449,7,203,2820,465,5269,112,27,660,530,7148,1525,5067,32706,1873,,2610,1311,4159,26803,4,19070,37
May-05,251,17,209,3,127,864,152,2827,114,472,8,210,2889,481,5346,114,27,677,545,7406,1564,5242,33439,2035,,2724,1402,4308,27682,4,19632,39
Jun-05,223,17,202,3,130,875,158,2822,283,448,7,199,2869,465,4358,113,25,702,518,7057,1508,5001,32094,1912,,2660,1375,4241,24938,5,19021,37
Jul-05,136,17,209,3,143,854,153,2802,249,458,8,199,3039,481,5367,109,26,569,533,6821,1515,5062,32887,1933,,2780,1397,4445,24133,5,19493,38
Aug-05,180,17,209,2,148,881,156,2945,156,478,7,204,3097,481,4412,112,26,623,535,6576,1374,5064,33012,2016,,2919,1437,4443,25904,5,19462,38
Sep-05,193,17,202,2,143,843,145,2846,256,462,7,202,3041,465,5262,127,29,652,501,3797,1162,4827,31152,1930,,2860,1429,4337,24455,5,18802,36
Oct-05,208,17,209,3,143,844,150,2880,152,495,7,204,3188,481,5372,123,26,689,533,4710,1564,5249,33176,2016,,2993,1493,4447,26714,4,19402,37
Nov-05,192,17,202,2,134,821,145,2796,206,465,7,192,3155,465,5227,132,23,648,499,5206,1460,4910,32387,1967,,2926,1433,4367,26156,4,18782,35
Dec-05,209,17,209,2,140,854,125,2840,316,630,7,189,3232,481,5201,125,21,653,506,5667,1507,5062,33257,1931,,2999,1488,4365,25929,3,19348,36
Jan-06,199,27,220,1,125,883,191,3010,208,476,7,199,3024,462,5429,125,23,624,495,5908,1527,5177,33639,1968,,3034,1446,4452,25779,4,18682,37
Feb-06,180,24,199,1,125,783,131,2696,133,442,7,182,2886,417,4743,108,20,596,456,5418,1224,4688,30439,1830,,2737,1298,3966,22979,3,17439,33
Mar-06,199,27,220,2,196,886,150,3030,240,497,7,198,3253,462,5558,118,23,678,509,6158,1437,5072,33691,2098,,3087,1489,4493,23322,4,19081,36
Apr-06,195,26,213,1,134,863,145,2930,211,475,7,190,3076,447,5232,97,10,649,492,5936,1440,4869,32383,2022,,2910,1495,4359,24007,4,18341,35
May-06,214,27,220,1,145,892,150,3116,182,494,8,194,3368,462,5499,116,13,638,508,6198,1493,5069,33158,2136,,3076,1501,4473,24838,5,19075,37
Jun-06,194,26,213,2,141,870,146,2992,237,475,7,192,3319,447,5326,113,12,627,529,6096,1434,4862,31960,2015,,2994,1452,4292,23429,4,18378,34
Jul-06,213,27,220,1,137,866,142,2999,225,488,8,198,3391,462,5533,114,12,653,483,6352,1509,4969,32932,2097,,3113,1541,4485,21112,7,18819,36
Aug-06,213,27,220,1,155,889,153,3075,167,490,8,196,3452,462,5439,117,15,622,501,6348,1476,4602,32806,2096,,3121,1578,4487,19244,6,18812,36
Sep-06,206,26,213,1,146,838,137,2978,234,472,7,189,3355,447,5302,115,17,592,477,6111,1431,4908,32121,2026,,3061,1552,4362,19650,5,18288,34
Oct-06,193,27,220,2,138,858,138,3032,112,479,8,194,3495,462,5423,123,18,632,505,6248,1463,5060,33438,2171,,3131,1536,4560,22132,5,18975,36
Nov-06,192,26,213,1,140,842,148,3013,167,463,7,191,3432,447,5143,118,15,606,495,6286,1420,5068,32506,2073,,2961,1531,4436,19649,5,18305,34
Dec-06,162,27,220,2,143,855,141,2798,224,597,7,190,3540,462,5610,126,16,623,499,6558,1502,5108,33408,1969,,3070,1509,4609,24339,4,18820,37
Jan-07,190,32,237,1,155,803,136,2676,199,470,7,178,3549,438,4920,114,21,613,501,6521,1518,5011,32790,1890,0,3064,1464,4522,23934,3,18750,39
Feb-07,167,29,214,2,137,659,116,2627,148,437,6,167,3253,395,4828,108,15,540,474,5915,1543,4659,30189,1802,0,2720,1456,4122,21088,3,16528,34
Mar-07,163,32,237,2,223,874,146,3051,249,466,6,194,3632,438,5529,128,26,627,520,6693,1910,5040,33491,2191,0,3015,1658,4602,23137,4,18658,36
Apr-07,168,31,229,2,166,786,140,3077,86,439,6,193,3533,424,5363,121,20,531,491,6454,1611,4915,32475,2225,0,2880,1647,4523,22344,3,18178,37
May-07,161,32,237,2,176,838,142,3196,365,477,7,199,3706,438,5564,131,19,579,524,6660,1658,4995,33240,2308,0,3016,1746,4638,23724,4,18726,37
Jun-07,152,31,229,1,175,790,146,3012,234,455,7,193,3640,424,5165,125,25,573,503,6383,1667,4786,31745,2187,0,2877,1642,4482,21430,4,17960,31
Jul-07,152,32,237,2,153,834,142,3155,219,477,7,208,3807,438,5464,142,24,616,508,6502,1746,4892,32829,2231,0,2953,1688,4527,22198,4,18600,30
Aug-07,163,32,237,2,168,831,154,3406,247,463,7,209,3831,438,5356,146,28,640,508,6395,1768,4989,32978,2303,0,2941,1693,4617,19957,1,18395,33
Sep-07,184,31,229,2,155,816,140,3045,250,462,7,196,3780,424,5553,157,30,620,492,6253,1738,4787,32077,2157,0,2819,1613,4469,19179,5,17865,33
Oct-07,184,32,237,2,164,824,162,3349,108,491,7,208,3977,438,4529,175,25,601,503,6368,1830,5044,33226,2361,0,2957,1654,4599,21642,5,18570,36
Nov-07,190,31,229,1,155,785,152,3171,263,474,8,196,3894,424,5325,160,25,571,497,6317,1819,4955,32514,2295,0,2781,1627,4491,22188,4,17879,31
Dec-07,203,32,237,2,166,769,152,2826,298,616,6,195,4186,438,5305,158,25,660,510,6517,1864,5104,33705,2235,0,2884,1647,4524,22773,3,18410,31
Jan-08,201,33,254,2,170,812,156,3385,108,507,6,191,4233,431,5827,151,24,642,520,6377,1785,5046,33911,2250,0,2791,1652,4443,22027,3,18170,32
